,Religion,lex_list,ling_list,user_list,scores,mean_score
1274,True,['CL'],"['Length', 'Modals']","['income', 'religious_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1275,False,['CL'],"['Length', 'Modals']","['income', 'religious_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1276,True,['CL'],"['Length', 'Modals']","['joined', 'party']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1277,False,['CL'],"['Length', 'Modals']","['joined', 'party']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1278,True,['CL'],"['Length', 'Modals']","['joined', 'political_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1279,False,['CL'],"['Length', 'Modals']","['joined', 'political_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1280,True,['CL'],"['Length', 'Modals']","['joined', 'relationship']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1281,False,['CL'],"['Length', 'Modals']","['joined', 'relationship']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1282,True,['CL'],"['Length', 'Modals']","['joined', 'religious_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1283,False,['CL'],"['Length', 'Modals']","['joined', 'religious_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1284,True,['CL'],"['Length', 'Modals']","['party', 'political_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1285,False,['CL'],"['Length', 'Modals']","['party', 'political_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1286,True,['CL'],"['Length', 'Modals']","['party', 'relationship']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1287,False,['CL'],"['Length', 'Modals']","['party', 'relationship']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1288,True,['CL'],"['Length', 'Modals']","['party', 'religious_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1289,False,['CL'],"['Length', 'Modals']","['party', 'religious_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1290,True,['CL'],"['Length', 'Modals']","['political_ideology', 'relationship']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1291,False,['CL'],"['Length', 'Modals']","['political_ideology', 'relationship']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1292,True,['CL'],"['Length', 'Modals']","['political_ideology', 'religious_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1293,False,['CL'],"['Length', 'Modals']","['political_ideology', 'religious_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1294,True,['CL'],"['Length', 'Modals']","['relationship', 'religious_ideology']",[0.70967742 0.69892473 0.58064516 0.59782609 0.73913043],0.6652407667134174
1295,False,['CL'],"['Length', 'Modals']","['relationship', 'religious_ideology']",[0.76143791 0.74509804 0.73529412 0.73770492 0.7704918 ],0.7500053573341905
1296,True,['CL'],"['Length', 'Links']","['education', 'ethnicity']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1297,False,['CL'],"['Length', 'Links']","['education', 'ethnicity']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1298,True,['CL'],"['Length', 'Links']","['education', 'gender']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1299,False,['CL'],"['Length', 'Links']","['education', 'gender']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1300,True,['CL'],"['Length', 'Links']","['education', 'income']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1301,False,['CL'],"['Length', 'Links']","['education', 'income']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1302,True,['CL'],"['Length', 'Links']","['education', 'joined']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1303,False,['CL'],"['Length', 'Links']","['education', 'joined']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1304,True,['CL'],"['Length', 'Links']","['education', 'party']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1305,False,['CL'],"['Length', 'Links']","['education', 'party']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1306,True,['CL'],"['Length', 'Links']","['education', 'political_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1307,False,['CL'],"['Length', 'Links']","['education', 'political_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1308,True,['CL'],"['Length', 'Links']","['education', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1309,False,['CL'],"['Length', 'Links']","['education', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1310,True,['CL'],"['Length', 'Links']","['education', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1311,False,['CL'],"['Length', 'Links']","['education', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1312,True,['CL'],"['Length', 'Links']","['ethnicity', 'gender']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1313,False,['CL'],"['Length', 'Links']","['ethnicity', 'gender']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1314,True,['CL'],"['Length', 'Links']","['ethnicity', 'income']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1315,False,['CL'],"['Length', 'Links']","['ethnicity', 'income']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1316,True,['CL'],"['Length', 'Links']","['ethnicity', 'joined']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1317,False,['CL'],"['Length', 'Links']","['ethnicity', 'joined']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1318,True,['CL'],"['Length', 'Links']","['ethnicity', 'party']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1319,False,['CL'],"['Length', 'Links']","['ethnicity', 'party']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1320,True,['CL'],"['Length', 'Links']","['ethnicity', 'political_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1321,False,['CL'],"['Length', 'Links']","['ethnicity', 'political_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1322,True,['CL'],"['Length', 'Links']","['ethnicity', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1323,False,['CL'],"['Length', 'Links']","['ethnicity', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1324,True,['CL'],"['Length', 'Links']","['ethnicity', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1325,False,['CL'],"['Length', 'Links']","['ethnicity', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1326,True,['CL'],"['Length', 'Links']","['gender', 'income']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1327,False,['CL'],"['Length', 'Links']","['gender', 'income']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1328,True,['CL'],"['Length', 'Links']","['gender', 'joined']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1329,False,['CL'],"['Length', 'Links']","['gender', 'joined']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1330,True,['CL'],"['Length', 'Links']","['gender', 'party']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1331,False,['CL'],"['Length', 'Links']","['gender', 'party']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1332,True,['CL'],"['Length', 'Links']","['gender', 'political_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1333,False,['CL'],"['Length', 'Links']","['gender', 'political_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1334,True,['CL'],"['Length', 'Links']","['gender', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1335,False,['CL'],"['Length', 'Links']","['gender', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1336,True,['CL'],"['Length', 'Links']","['gender', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1337,False,['CL'],"['Length', 'Links']","['gender', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1338,True,['CL'],"['Length', 'Links']","['income', 'joined']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1339,False,['CL'],"['Length', 'Links']","['income', 'joined']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1340,True,['CL'],"['Length', 'Links']","['income', 'party']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1341,False,['CL'],"['Length', 'Links']","['income', 'party']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1342,True,['CL'],"['Length', 'Links']","['income', 'political_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1343,False,['CL'],"['Length', 'Links']","['income', 'political_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1344,True,['CL'],"['Length', 'Links']","['income', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1345,False,['CL'],"['Length', 'Links']","['income', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1346,True,['CL'],"['Length', 'Links']","['income', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1347,False,['CL'],"['Length', 'Links']","['income', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1348,True,['CL'],"['Length', 'Links']","['joined', 'party']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1349,False,['CL'],"['Length', 'Links']","['joined', 'party']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1350,True,['CL'],"['Length', 'Links']","['joined', 'political_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1351,False,['CL'],"['Length', 'Links']","['joined', 'political_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1352,True,['CL'],"['Length', 'Links']","['joined', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1353,False,['CL'],"['Length', 'Links']","['joined', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1354,True,['CL'],"['Length', 'Links']","['joined', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1355,False,['CL'],"['Length', 'Links']","['joined', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1356,True,['CL'],"['Length', 'Links']","['party', 'political_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1357,False,['CL'],"['Length', 'Links']","['party', 'political_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1358,True,['CL'],"['Length', 'Links']","['party', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1359,False,['CL'],"['Length', 'Links']","['party', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1360,True,['CL'],"['Length', 'Links']","['party', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1361,False,['CL'],"['Length', 'Links']","['party', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1362,True,['CL'],"['Length', 'Links']","['political_ideology', 'relationship']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1363,False,['CL'],"['Length', 'Links']","['political_ideology', 'relationship']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1364,True,['CL'],"['Length', 'Links']","['political_ideology', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1365,False,['CL'],"['Length', 'Links']","['political_ideology', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1366,True,['CL'],"['Length', 'Links']","['relationship', 'religious_ideology']",[0.70967742 0.68817204 0.67741935 0.66304348 0.76086957],0.6998363721365124
1367,False,['CL'],"['Length', 'Links']","['relationship', 'religious_ideology']",[0.77777778 0.73529412 0.75490196 0.73770492 0.76065574],0.753266902389371
1368,True,['CL'],"['Length', 'Questions']","['education', 'ethnicity']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1369,False,['CL'],"['Length', 'Questions']","['education', 'ethnicity']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1370,True,['CL'],"['Length', 'Questions']","['education', 'gender']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1371,False,['CL'],"['Length', 'Questions']","['education', 'gender']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1372,True,['CL'],"['Length', 'Questions']","['education', 'income']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1373,False,['CL'],"['Length', 'Questions']","['education', 'income']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1374,True,['CL'],"['Length', 'Questions']","['education', 'joined']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1375,False,['CL'],"['Length', 'Questions']","['education', 'joined']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1376,True,['CL'],"['Length', 'Questions']","['education', 'party']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1377,False,['CL'],"['Length', 'Questions']","['education', 'party']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1378,True,['CL'],"['Length', 'Questions']","['education', 'political_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1379,False,['CL'],"['Length', 'Questions']","['education', 'political_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1380,True,['CL'],"['Length', 'Questions']","['education', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1381,False,['CL'],"['Length', 'Questions']","['education', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1382,True,['CL'],"['Length', 'Questions']","['education', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1383,False,['CL'],"['Length', 'Questions']","['education', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1384,True,['CL'],"['Length', 'Questions']","['ethnicity', 'gender']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1385,False,['CL'],"['Length', 'Questions']","['ethnicity', 'gender']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1386,True,['CL'],"['Length', 'Questions']","['ethnicity', 'income']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1387,False,['CL'],"['Length', 'Questions']","['ethnicity', 'income']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1388,True,['CL'],"['Length', 'Questions']","['ethnicity', 'joined']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1389,False,['CL'],"['Length', 'Questions']","['ethnicity', 'joined']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1390,True,['CL'],"['Length', 'Questions']","['ethnicity', 'party']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1391,False,['CL'],"['Length', 'Questions']","['ethnicity', 'party']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1392,True,['CL'],"['Length', 'Questions']","['ethnicity', 'political_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1393,False,['CL'],"['Length', 'Questions']","['ethnicity', 'political_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1394,True,['CL'],"['Length', 'Questions']","['ethnicity', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1395,False,['CL'],"['Length', 'Questions']","['ethnicity', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1396,True,['CL'],"['Length', 'Questions']","['ethnicity', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1397,False,['CL'],"['Length', 'Questions']","['ethnicity', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1398,True,['CL'],"['Length', 'Questions']","['gender', 'income']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1399,False,['CL'],"['Length', 'Questions']","['gender', 'income']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1400,True,['CL'],"['Length', 'Questions']","['gender', 'joined']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1401,False,['CL'],"['Length', 'Questions']","['gender', 'joined']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1402,True,['CL'],"['Length', 'Questions']","['gender', 'party']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1403,False,['CL'],"['Length', 'Questions']","['gender', 'party']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1404,True,['CL'],"['Length', 'Questions']","['gender', 'political_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1405,False,['CL'],"['Length', 'Questions']","['gender', 'political_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1406,True,['CL'],"['Length', 'Questions']","['gender', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1407,False,['CL'],"['Length', 'Questions']","['gender', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1408,True,['CL'],"['Length', 'Questions']","['gender', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1409,False,['CL'],"['Length', 'Questions']","['gender', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1410,True,['CL'],"['Length', 'Questions']","['income', 'joined']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1411,False,['CL'],"['Length', 'Questions']","['income', 'joined']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1412,True,['CL'],"['Length', 'Questions']","['income', 'party']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1413,False,['CL'],"['Length', 'Questions']","['income', 'party']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1414,True,['CL'],"['Length', 'Questions']","['income', 'political_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1415,False,['CL'],"['Length', 'Questions']","['income', 'political_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1416,True,['CL'],"['Length', 'Questions']","['income', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1417,False,['CL'],"['Length', 'Questions']","['income', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1418,True,['CL'],"['Length', 'Questions']","['income', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1419,False,['CL'],"['Length', 'Questions']","['income', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1420,True,['CL'],"['Length', 'Questions']","['joined', 'party']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1421,False,['CL'],"['Length', 'Questions']","['joined', 'party']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1422,True,['CL'],"['Length', 'Questions']","['joined', 'political_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1423,False,['CL'],"['Length', 'Questions']","['joined', 'political_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1424,True,['CL'],"['Length', 'Questions']","['joined', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1425,False,['CL'],"['Length', 'Questions']","['joined', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1426,True,['CL'],"['Length', 'Questions']","['joined', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1427,False,['CL'],"['Length', 'Questions']","['joined', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1428,True,['CL'],"['Length', 'Questions']","['party', 'political_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1429,False,['CL'],"['Length', 'Questions']","['party', 'political_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1430,True,['CL'],"['Length', 'Questions']","['party', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1431,False,['CL'],"['Length', 'Questions']","['party', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1432,True,['CL'],"['Length', 'Questions']","['party', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1433,False,['CL'],"['Length', 'Questions']","['party', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1434,True,['CL'],"['Length', 'Questions']","['political_ideology', 'relationship']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1435,False,['CL'],"['Length', 'Questions']","['political_ideology', 'relationship']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1436,True,['CL'],"['Length', 'Questions']","['political_ideology', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1437,False,['CL'],"['Length', 'Questions']","['political_ideology', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1438,True,['CL'],"['Length', 'Questions']","['relationship', 'religious_ideology']",[0.69892473 0.69892473 0.60215054 0.60869565 0.80434783],0.682608695652174
1439,False,['CL'],"['Length', 'Questions']","['relationship', 'religious_ideology']",[0.75163399 0.73529412 0.73856209 0.74098361 0.75409836],0.7441144326583092
1440,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'ethnicity']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1441,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'ethnicity']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1442,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'gender']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1443,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'gender']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1444,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'income']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1445,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'income']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1446,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'joined']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1447,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'joined']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1448,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'party']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1449,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'party']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1450,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'political_ideology']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1451,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'political_ideology']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1452,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'relationship']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1453,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'relationship']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1454,True,['CL'],"['R2O', 'Personal_pronouns']","['education', 'religious_ideology']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1455,False,['CL'],"['R2O', 'Personal_pronouns']","['education', 'religious_ideology']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1456,True,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'gender']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1457,False,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'gender']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1458,True,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'income']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1459,False,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'income']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1460,True,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'joined']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
1461,False,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'joined']",[0.75816993 0.7254902  0.72875817 0.75737705 0.75409836],0.744778742097932
1462,True,['CL'],"['R2O', 'Personal_pronouns']","['ethnicity', 'party']",[0.75268817 0.68817204 0.59139785 0.64130435 0.77173913],0.6890603085553997
