,Lex,Ling,User,5FCV Mean,Scores
196,CL,"['R2O', 'Personal_pronouns']","['gender', 'joined']",0.7579262225916551,[0.72681704 0.76633166 0.76633166 0.74371859 0.78643216]
197,CL,"['R2O', 'Personal_pronouns']","['gender', 'party']",0.7413407891588266,[0.73182957 0.75376884 0.75879397 0.70854271 0.75376884]
198,CL,"['R2O', 'Personal_pronouns']","['gender', 'political_ideology']",0.7513872621251622,[0.73934837 0.76633166 0.74623116 0.72361809 0.78140704]
199,CL,"['R2O', 'Personal_pronouns']","['gender', 'relationship']",0.7518973312678681,[0.72431078 0.7638191  0.75628141 0.7361809  0.77889447]
200,CL,"['R2O', 'Personal_pronouns']","['gender', 'religious_ideology']",0.7458709588040453,[0.71679198 0.77386935 0.75125628 0.71356784 0.77386935]
201,CL,"['R2O', 'Personal_pronouns']","['income', 'joined']",0.7589325071472651,[0.72431078 0.7638191  0.75879397 0.75628141 0.79145729]
202,CL,"['R2O', 'Personal_pronouns']","['income', 'party']",0.7458722182340273,[0.71428571 0.74623116 0.76633166 0.74120603 0.76130653]
203,CL,"['R2O', 'Personal_pronouns']","['income', 'political_ideology']",0.7523935466807723,[0.73684211 0.75125628 0.75125628 0.74120603 0.78140704]
204,CL,"['R2O', 'Personal_pronouns']","['income', 'relationship']",0.7493822495938337,[0.72932331 0.7638191  0.75628141 0.73366834 0.7638191 ]
205,CL,"['R2O', 'Personal_pronouns']","['income', 'religious_ideology']",0.7569123814561529,[0.7443609  0.77638191 0.75879397 0.74120603 0.7638191 ]
206,CL,"['R2O', 'Personal_pronouns']","['joined', 'party']",0.7674626264152845,[0.74937343 0.77638191 0.77386935 0.74120603 0.79648241]
207,CL,"['R2O', 'Personal_pronouns']","['joined', 'political_ideology']",0.7599249379730735,[0.74937343 0.77889447 0.74874372 0.73366834 0.78894472]
208,CL,"['R2O', 'Personal_pronouns']","['joined', 'relationship']",0.7539010843692145,[0.73684211 0.74874372 0.76633166 0.7361809  0.78140704]
209,CL,"['R2O', 'Personal_pronouns']","['joined', 'religious_ideology']",0.7549136660747346,[0.72180451 0.78643216 0.75879397 0.73869347 0.76884422]
210,CL,"['R2O', 'Personal_pronouns']","['party', 'political_ideology']",0.7473759776325235,[0.72180451 0.7638191  0.74623116 0.72864322 0.77638191]
211,CL,"['R2O', 'Personal_pronouns']","['party', 'relationship']",0.7418521177315147,[0.71428571 0.74623116 0.75628141 0.72613065 0.76633166]
212,CL,"['R2O', 'Personal_pronouns']","['party', 'religious_ideology']",0.744369718265513,[0.70426065 0.78643216 0.74623116 0.70603015 0.77889447]
213,CL,"['R2O', 'Personal_pronouns']","['political_ideology', 'relationship']",0.7559111346204708,[0.73684211 0.77386935 0.75628141 0.73869347 0.77386935]
214,CL,"['R2O', 'Personal_pronouns']","['political_ideology', 'religious_ideology']",0.7513935592750721,[0.72681704 0.7839196  0.75125628 0.7160804  0.77889447]
215,CL,"['R2O', 'Personal_pronouns']","['relationship', 'religious_ideology']",0.7508960844321859,[0.71679198 0.77135678 0.75376884 0.73366834 0.77889447]
216,CL,"['R2O', 'Modals']","['education', 'ethnicity']",0.7594186471203134,[0.75689223 0.75879397 0.76633166 0.74371859 0.77135678]
217,CL,"['R2O', 'Modals']","['education', 'gender']",0.7619375070842936,[0.7443609  0.76130653 0.78140704 0.74623116 0.77638191]
218,CL,"['R2O', 'Modals']","['education', 'income']",0.7679651389780985,[0.74937343 0.77386935 0.77638191 0.75879397 0.78140704]
219,CL,"['R2O', 'Modals']","['education', 'joined']",0.7634425259127718,[0.74937343 0.77638191 0.78140704 0.75879397 0.75125628]
220,CL,"['R2O', 'Modals']","['education', 'party']",0.7679714361280083,[0.73684211 0.77889447 0.77889447 0.75628141 0.78894472]
221,CL,"['R2O', 'Modals']","['education', 'political_ideology']",0.763942519615622,[0.75438596 0.78894472 0.77135678 0.74120603 0.7638191 ]
222,CL,"['R2O', 'Modals']","['education', 'relationship']",0.7544035969320285,[0.73684211 0.76633166 0.77135678 0.73115578 0.76633166]
223,CL,"['R2O', 'Modals']","['education', 'religious_ideology']",0.7579174065817811,[0.7443609  0.77386935 0.77386935 0.75125628 0.74623116]
224,CL,"['R2O', 'Modals']","['ethnicity', 'gender']",0.7463621364970214,[0.73934837 0.75125628 0.75628141 0.72110553 0.7638191 ]
225,CL,"['R2O', 'Modals']","['ethnicity', 'income']",0.7508860089923302,[0.73684211 0.75125628 0.7638191  0.7361809  0.76633166]
226,CL,"['R2O', 'Modals']","['ethnicity', 'joined']",0.7564136471832847,[0.73684211 0.76633166 0.76633166 0.73115578 0.78140704]
227,CL,"['R2O', 'Modals']","['ethnicity', 'party']",0.7544048563620105,[0.73433584 0.7638191  0.76884422 0.73366834 0.77135678]
228,CL,"['R2O', 'Modals']","['ethnicity', 'political_ideology']",0.7579186660117632,[0.74185464 0.76633166 0.75376884 0.74120603 0.78643216]
229,CL,"['R2O', 'Modals']","['ethnicity', 'relationship']",0.7503960907293359,[0.71177945 0.74874372 0.76884422 0.74874372 0.77386935]
230,CL,"['R2O', 'Modals']","['ethnicity', 'religious_ideology']",0.7493835090238159,[0.72681704 0.76130653 0.74874372 0.74120603 0.76884422]
231,CL,"['R2O', 'Modals']","['gender', 'income']",0.7523935466807722,[0.73684211 0.73869347 0.77638191 0.7361809  0.77386935]
232,CL,"['R2O', 'Modals']","['gender', 'joined']",0.7609350008186294,[0.73934837 0.76130653 0.77638191 0.74623116 0.78140704]
233,CL,"['R2O', 'Modals']","['gender', 'party']",0.7458634022241533,[0.73182957 0.75125628 0.75879397 0.73115578 0.75628141]
234,CL,"['R2O', 'Modals']","['gender', 'political_ideology']",0.7584148814246672,[0.75438596 0.76884422 0.75376884 0.73115578 0.7839196 ]
235,CL,"['R2O', 'Modals']","['gender', 'relationship']",0.756922456896009,[0.72431078 0.76130653 0.76633166 0.74371859 0.78894472]
236,CL,"['R2O', 'Modals']","['gender', 'religious_ideology']",0.7518973312678681,[0.72431078 0.76884422 0.75125628 0.73366834 0.78140704]
237,CL,"['R2O', 'Modals']","['income', 'joined']",0.7629450510698857,[0.73934837 0.76884422 0.7638191  0.74623116 0.79648241]
238,CL,"['R2O', 'Modals']","['income', 'party']",0.7508897872822761,[0.72932331 0.75376884 0.79145729 0.72613065 0.75376884]
239,CL,"['R2O', 'Modals']","['income', 'political_ideology']",0.7554048437677107,[0.7443609  0.75879397 0.76633166 0.72613065 0.78140704]
240,CL,"['R2O', 'Modals']","['income', 'relationship']",0.7534036095263283,[0.72681704 0.76130653 0.75628141 0.75376884 0.76884422]
241,CL,"['R2O', 'Modals']","['income', 'religious_ideology']",0.7629450510698857,[0.73934837 0.78643216 0.76130653 0.75628141 0.77135678]
242,CL,"['R2O', 'Modals']","['joined', 'party']",0.7619349882243297,[0.74937343 0.76633166 0.76884422 0.73366834 0.79145729]
243,CL,"['R2O', 'Modals']","['joined', 'political_ideology']",0.7629349756300299,[0.7593985  0.76884422 0.75628141 0.7361809  0.79396985]
244,CL,"['R2O', 'Modals']","['joined', 'relationship']",0.7634526013526278,[0.72932331 0.76130653 0.76884422 0.76130653 0.79648241]
245,CL,"['R2O', 'Modals']","['joined', 'religious_ideology']",0.7564136471832849,[0.73684211 0.77135678 0.75376884 0.74120603 0.77889447]
246,CL,"['R2O', 'Modals']","['party', 'political_ideology']",0.7508847495623481,[0.73934837 0.76633166 0.75376884 0.71859296 0.77638191]
247,CL,"['R2O', 'Modals']","['party', 'relationship']",0.7528947998136044,[0.73934837 0.75376884 0.77135678 0.74120603 0.75879397]
248,CL,"['R2O', 'Modals']","['party', 'religious_ideology']",0.7463709525068953,[0.72180451 0.78894472 0.73869347 0.71859296 0.7638191 ]
249,CL,"['R2O', 'Modals']","['political_ideology', 'relationship']",0.7518922935479402,[0.73433584 0.76633166 0.75125628 0.72613065 0.78140704]
250,CL,"['R2O', 'Modals']","['political_ideology', 'religious_ideology']",0.7554035843377287,[0.74686717 0.79396985 0.74874372 0.72361809 0.7638191 ]
251,CL,"['R2O', 'Modals']","['relationship', 'religious_ideology']",0.7624450573670357,[0.73433584 0.77135678 0.76633166 0.75125628 0.78894472]
252,CL,"['R2O', 'Links']","['education', 'ethnicity']",0.7634463042027179,[0.74185464 0.78894472 0.76633166 0.74371859 0.77638191]
253,CL,"['R2O', 'Links']","['education', 'gender']",0.7624387602171258,[0.74686717 0.78140704 0.78140704 0.74371859 0.75879397]
254,CL,"['R2O', 'Links']","['education', 'income']",0.7664613795796023,[0.74185464 0.79145729 0.77638191 0.75376884 0.76884422]
255,CL,"['R2O', 'Links']","['education', 'joined']",0.7729877457462753,[0.75438596 0.79899497 0.7839196  0.74623116 0.78140704]
256,CL,"['R2O', 'Links']","['education', 'party']",0.7684739486908224,[0.73684211 0.7839196  0.78140704 0.75628141 0.7839196 ]
257,CL,"['R2O', 'Links']","['education', 'political_ideology']",0.7669563355625244,[0.75689223 0.78643216 0.76884422 0.74120603 0.78140704]
258,CL,"['R2O', 'Links']","['education', 'relationship']",0.764448810468382,[0.74686717 0.79145729 0.77638191 0.73366834 0.77386935]
259,CL,"['R2O', 'Links']","['education', 'religious_ideology']",0.7614375133814436,[0.73934837 0.78140704 0.77135678 0.75376884 0.76130653]
260,CL,"['R2O', 'Links']","['ethnicity', 'gender']",0.7574148940189669,[0.7443609  0.7839196  0.75125628 0.73115578 0.77638191]
261,CL,"['R2O', 'Links']","['ethnicity', 'income']",0.7564111283233209,[0.74185464 0.76633166 0.76130653 0.74120603 0.77135678]
262,CL,"['R2O', 'Links']","['ethnicity', 'joined']",0.7619387665142756,[0.74185464 0.78140704 0.77638191 0.72110553 0.78894472]
263,CL,"['R2O', 'Links']","['ethnicity', 'party']",0.7518985906978503,[0.72180451 0.76633166 0.76130653 0.74120603 0.76884422]
264,CL,"['R2O', 'Links']","['ethnicity', 'political_ideology']",0.7629412727799398,[0.74686717 0.77386935 0.75125628 0.73869347 0.8040201 ]
265,CL,"['R2O', 'Links']","['ethnicity', 'relationship']",0.7554149192075668,[0.72431078 0.76130653 0.77135678 0.7361809  0.7839196 ]
266,CL,"['R2O', 'Links']","['ethnicity', 'religious_ideology']",0.751393559275072,[0.72681704 0.77135678 0.73869347 0.74371859 0.77638191]
267,CL,"['R2O', 'Links']","['gender', 'income']",0.7579224443017091,[0.73433584 0.77386935 0.75628141 0.75879397 0.76633166]
268,CL,"['R2O', 'Links']","['gender', 'joined']",0.757426228888805,[0.72180451 0.77386935 0.76884422 0.73869347 0.7839196 ]
269,CL,"['R2O', 'Links']","['gender', 'party']",0.7453659273812672,[0.72180451 0.76884422 0.75376884 0.72361809 0.75879397]
270,CL,"['R2O', 'Links']","['gender', 'political_ideology']",0.7548972934849687,[0.75438596 0.77889447 0.72613065 0.73115578 0.7839196 ]
271,CL,"['R2O', 'Links']","['gender', 'relationship']",0.7539086409491065,[0.72180451 0.76884422 0.76130653 0.7361809  0.78140704]
272,CL,"['R2O', 'Links']","['gender', 'religious_ideology']",0.7488872936109117,[0.71428571 0.77638191 0.73869347 0.73869347 0.77638191]
273,CL,"['R2O', 'Links']","['income', 'joined']",0.7684752081208045,[0.73433584 0.7638191  0.78140704 0.77135678 0.79145729]
274,CL,"['R2O', 'Links']","['income', 'party']",0.750896084432186,[0.71679198 0.75376884 0.76633166 0.74120603 0.77638191]
275,CL,"['R2O', 'Links']","['income', 'political_ideology']",0.7559111346204708,[0.73684211 0.76884422 0.73869347 0.73869347 0.79648241]
276,CL,"['R2O', 'Links']","['income', 'relationship']",0.7579174065817812,[0.7443609  0.76633166 0.76633166 0.74623116 0.76633166]
277,CL,"['R2O', 'Links']","['income', 'religious_ideology']",0.7594325008501153,[0.72932331 0.77135678 0.75125628 0.76633166 0.77889447]
278,CL,"['R2O', 'Links']","['joined', 'party']",0.7634463042027179,[0.74185464 0.7839196  0.75879397 0.74120603 0.79145729]
279,CL,"['R2O', 'Links']","['joined', 'political_ideology']",0.7629488293598318,[0.73182957 0.77889447 0.76130653 0.74623116 0.79648241]
280,CL,"['R2O', 'Links']","['joined', 'relationship']",0.7654563544539742,[0.74185464 0.76884422 0.77135678 0.75125628 0.79396985]
281,CL,"['R2O', 'Links']","['joined', 'religious_ideology']",0.7569249757559728,[0.71929825 0.78643216 0.75376884 0.74371859 0.78140704]
282,CL,"['R2O', 'Links']","['party', 'political_ideology']",0.7554111409176206,[0.73182957 0.76884422 0.75376884 0.74120603 0.78140704]
283,CL,"['R2O', 'Links']","['party', 'relationship']",0.7529010969635144,[0.72681704 0.76884422 0.76130653 0.74371859 0.7638191 ]
284,CL,"['R2O', 'Links']","['party', 'religious_ideology']",0.7559186912003627,[0.72180451 0.79396985 0.74874372 0.72864322 0.78643216]
285,CL,"['R2O', 'Links']","['political_ideology', 'relationship']",0.7569186786060629,[0.73182957 0.76884422 0.74623116 0.74120603 0.79648241]
286,CL,"['R2O', 'Links']","['political_ideology', 'religious_ideology']",0.7619412853742397,[0.73684211 0.78643216 0.74371859 0.75376884 0.78894472]
287,CL,"['R2O', 'Links']","['relationship', 'religious_ideology']",0.7544199695217944,[0.70426065 0.77638191 0.76130653 0.75125628 0.77889447]
288,CL,"['R2O', 'Questions']","['education', 'ethnicity']",0.763945038475586,[0.74937343 0.77638191 0.77386935 0.75125628 0.76884422]
289,CL,"['R2O', 'Questions']","['education', 'gender']",0.7614337350914976,[0.74686717 0.77638191 0.78643216 0.74623116 0.75125628]
290,CL,"['R2O', 'Questions']","['education', 'income']",0.7624500950869637,[0.72431078 0.78894472 0.77638191 0.75628141 0.76633166]
291,CL,"['R2O', 'Questions']","['education', 'joined']",0.763948816765532,[0.74185464 0.77889447 0.77638191 0.75628141 0.76633166]
292,CL,"['R2O', 'Questions']","['education', 'party']",0.7704839989420788,[0.73684211 0.79145729 0.7839196  0.75628141 0.7839196 ]
293,CL,"['R2O', 'Questions']","['education', 'political_ideology']",0.7599236785430914,[0.7518797  0.77638191 0.75628141 0.75376884 0.76130653]
294,CL,"['R2O', 'Questions']","['education', 'relationship']",0.7594274631301873,[0.73934837 0.78643216 0.77135678 0.74120603 0.75879397]
295,CL,"['R2O', 'Questions']","['education', 'religious_ideology']",0.7614286973715696,[0.75689223 0.77135678 0.76884422 0.75376884 0.75628141]
296,CL,"['R2O', 'Questions']","['ethnicity', 'gender']",0.7468696867797636,[0.72932331 0.76130653 0.76130653 0.71859296 0.7638191 ]
297,CL,"['R2O', 'Questions']","['ethnicity', 'income']",0.7453608896613393,[0.73182957 0.75125628 0.75628141 0.72361809 0.7638191 ]
298,CL,"['R2O', 'Questions']","['ethnicity', 'joined']",0.7564174254732308,[0.72932331 0.77135678 0.77386935 0.73366834 0.77386935]
299,CL,"['R2O', 'Questions']","['ethnicity', 'party']",0.7503973501593179,[0.70927318 0.76884422 0.77135678 0.73366834 0.76884422]
300,CL,"['R2O', 'Questions']","['ethnicity', 'political_ideology']",0.7584236974345412,[0.73684211 0.76130653 0.7638191  0.74120603 0.78894472]
301,CL,"['R2O', 'Questions']","['ethnicity', 'relationship']",0.7488885530408937,[0.71177945 0.75879397 0.76884422 0.74120603 0.7638191 ]
302,CL,"['R2O', 'Questions']","['ethnicity', 'religious_ideology']",0.7518948124079041,[0.72932331 0.76633166 0.75628141 0.7361809  0.77135678]
303,CL,"['R2O', 'Questions']","['gender', 'income']",0.7538998249392326,[0.73934837 0.76130653 0.75125628 0.74874372 0.76884422]
304,CL,"['R2O', 'Questions']","['gender', 'joined']",0.7554111409176207,[0.73182957 0.75376884 0.76884422 0.74371859 0.77889447]
305,CL,"['R2O', 'Questions']","['gender', 'party']",0.7438558708328611,[0.72681704 0.75376884 0.75628141 0.71859296 0.7638191 ]
306,CL,"['R2O', 'Questions']","['gender', 'political_ideology']",0.7574186723089131,[0.73684211 0.77135678 0.74874372 0.7361809  0.79396985]
307,CL,"['R2O', 'Questions']","['gender', 'relationship']",0.7498910593065579,[0.71679198 0.77135678 0.75125628 0.7361809  0.77386935]
308,CL,"['R2O', 'Questions']","['gender', 'religious_ideology']",0.7498897998765759,[0.71929825 0.76884422 0.74623116 0.74371859 0.77135678]
309,CL,"['R2O', 'Questions']","['income', 'joined']",0.7594287225601692,[0.73684211 0.76130653 0.76130653 0.75628141 0.78140704]
310,CL,"['R2O', 'Questions']","['income', 'party']",0.7478822684852836,[0.71428571 0.75879397 0.75879397 0.73869347 0.76884422]
311,CL,"['R2O', 'Questions']","['income', 'political_ideology']",0.7528973186735683,[0.73433584 0.75376884 0.75125628 0.74371859 0.78140704]
312,CL,"['R2O', 'Questions']","['income', 'relationship']",0.7534010906663644,[0.73182957 0.75125628 0.7638191  0.75628141 0.7638191 ]
313,CL,"['R2O', 'Questions']","['income', 'religious_ideology']",0.7584224380045591,[0.73934837 0.76130653 0.76633166 0.75628141 0.76884422]
314,CL,"['R2O', 'Questions']","['joined', 'party']",0.7629488293598318,[0.73182957 0.77638191 0.77135678 0.73869347 0.79648241]
315,CL,"['R2O', 'Questions']","['joined', 'political_ideology']",0.7599274568330374,[0.7443609  0.77135678 0.75879397 0.7361809  0.78894472]
316,CL,"['R2O', 'Questions']","['joined', 'relationship']",0.7523985844007002,[0.72681704 0.74874372 0.75879397 0.74371859 0.7839196 ]
317,CL,"['R2O', 'Questions']","['joined', 'religious_ideology']",0.7549124066447527,[0.72431078 0.7839196  0.75628141 0.7361809  0.77386935]
318,CL,"['R2O', 'Questions']","['party', 'political_ideology']",0.7539061220891424,[0.72681704 0.75376884 0.76130653 0.74874372 0.77889447]
319,CL,"['R2O', 'Questions']","['party', 'relationship']",0.7528985781035503,[0.73182957 0.76130653 0.76884422 0.73115578 0.77135678]
320,CL,"['R2O', 'Questions']","['party', 'religious_ideology']",0.7448659336784172,[0.71679198 0.78140704 0.74371859 0.7160804  0.76633166]
321,CL,"['R2O', 'Questions']","['political_ideology', 'relationship']",0.7544035969320286,[0.73684211 0.76633166 0.75125628 0.74120603 0.77638191]
322,CL,"['R2O', 'Questions']","['political_ideology', 'religious_ideology']",0.7554086220576567,[0.73684211 0.77889447 0.75376884 0.73366834 0.77386935]
323,CL,"['R2O', 'Questions']","['relationship', 'religious_ideology']",0.7534124255362024,[0.70927318 0.77638191 0.75628141 0.74623116 0.77889447]
324,CL,"['Personal_pronouns', 'Modals']","['education', 'ethnicity']",0.7533960529464364,[0.74185464 0.75125628 0.76884422 0.73366834 0.77135678]
325,CL,"['Personal_pronouns', 'Modals']","['education', 'gender']",0.7594249442702232,[0.7443609  0.76884422 0.77386935 0.73869347 0.77135678]
326,CL,"['Personal_pronouns', 'Modals']","['education', 'income']",0.7579249631616729,[0.72932331 0.77135678 0.77135678 0.73366834 0.7839196 ]
327,CL,"['Personal_pronouns', 'Modals']","['education', 'joined']",0.7609312225286835,[0.74686717 0.77386935 0.77889447 0.74371859 0.76130653]
328,CL,"['Personal_pronouns', 'Modals']","['education', 'party']",0.7639525950554779,[0.73433584 0.77638191 0.77889447 0.74623116 0.7839196 ]
329,CL,"['Personal_pronouns', 'Modals']","['education', 'political_ideology']",0.7579186660117629,[0.74185464 0.7839196  0.7638191  0.72361809 0.77638191]
330,CL,"['Personal_pronouns', 'Modals']","['education', 'relationship']",0.7543985592121005,[0.74686717 0.75879397 0.77135678 0.72613065 0.76884422]
331,CL,"['Personal_pronouns', 'Modals']","['education', 'religious_ideology']",0.750387274719462,[0.72932331 0.7638191  0.76633166 0.7361809  0.75628141]
332,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'gender']",0.7418495988715507,[0.71929825 0.75879397 0.75879397 0.70603015 0.76633166]
333,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'income']",0.7443621616856211,[0.71929825 0.75628141 0.74874372 0.72864322 0.76884422]
334,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'joined']",0.7539073815191244,[0.72431078 0.77889447 0.76884422 0.72110553 0.77638191]
335,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'party']",0.7478784901953376,[0.72180451 0.76884422 0.75376884 0.72613065 0.76884422]
336,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'political_ideology']",0.7549073689248246,[0.73433584 0.76130653 0.75125628 0.74120603 0.78643216]
337,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'relationship']",0.7418546365914788,[0.70927318 0.74623116 0.76130653 0.7160804  0.77638191]
338,CL,"['Personal_pronouns', 'Modals']","['ethnicity', 'religious_ideology']",0.7433558771300108,[0.72180451 0.7638191  0.75125628 0.70854271 0.77135678]
339,CL,"['Personal_pronouns', 'Modals']","['gender', 'income']",0.7478810090553015,[0.71679198 0.75879397 0.7638191  0.73115578 0.76884422]
340,CL,"['Personal_pronouns', 'Modals']","['gender', 'joined']",0.7513985969950001,[0.71679198 0.74874372 0.77135678 0.72864322 0.79145729]
341,CL,"['Personal_pronouns', 'Modals']","['gender', 'party']",0.7393395549174444,[0.71428571 0.75879397 0.76633166 0.6959799  0.76130653]
342,CL,"['Personal_pronouns', 'Modals']","['gender', 'political_ideology']",0.7508847495623481,[0.73934837 0.7638191  0.73869347 0.72613065 0.78643216]
343,CL,"['Personal_pronouns', 'Modals']","['gender', 'relationship']",0.7488872936109117,[0.71428571 0.75879397 0.75879397 0.73869347 0.77386935]
344,CL,"['Personal_pronouns', 'Modals']","['gender', 'religious_ideology']",0.7483835216181156,[0.71679198 0.7839196  0.75628141 0.70351759 0.78140704]
345,CL,"['Personal_pronouns', 'Modals']","['income', 'joined']",0.764452588758328,[0.73934837 0.77889447 0.77135678 0.74371859 0.78894472]
346,CL,"['Personal_pronouns', 'Modals']","['income', 'party']",0.7438646868427351,[0.70927318 0.75879397 0.76884422 0.7160804  0.76633166]
347,CL,"['Personal_pronouns', 'Modals']","['income', 'political_ideology']",0.750382236999534,[0.73934837 0.75879397 0.74623116 0.72613065 0.78140704]
348,CL,"['Personal_pronouns', 'Modals']","['income', 'relationship']",0.7458671805140994,[0.72431078 0.7638191  0.74874372 0.72613065 0.76633166]
349,CL,"['Personal_pronouns', 'Modals']","['income', 'religious_ideology']",0.7554111409176207,[0.73182957 0.77889447 0.75125628 0.73869347 0.77638191]
350,CL,"['Personal_pronouns', 'Modals']","['joined', 'party']",0.7538960466492864,[0.74686717 0.76633166 0.7638191  0.70854271 0.7839196 ]
351,CL,"['Personal_pronouns', 'Modals']","['joined', 'political_ideology']",0.757411115729021,[0.7518797  0.76884422 0.75879397 0.71859296 0.78894472]
352,CL,"['Personal_pronouns', 'Modals']","['joined', 'relationship']",0.7539023437991965,[0.73433584 0.75125628 0.7638191  0.74371859 0.77638191]
353,CL,"['Personal_pronouns', 'Modals']","['joined', 'religious_ideology']",0.7488835153209658,[0.72180451 0.77386935 0.75376884 0.72361809 0.77135678]
354,CL,"['Personal_pronouns', 'Modals']","['party', 'political_ideology']",0.750889787282276,[0.72932331 0.77638191 0.74371859 0.72864322 0.77638191]
355,CL,"['Personal_pronouns', 'Modals']","['party', 'relationship']",0.7448659336784171,[0.71679198 0.75125628 0.77386935 0.71859296 0.7638191 ]
356,CL,"['Personal_pronouns', 'Modals']","['party', 'religious_ideology']",0.7413533834586467,[0.70676692 0.78643216 0.74120603 0.70603015 0.76633166]
357,CL,"['Personal_pronouns', 'Modals']","['political_ideology', 'relationship']",0.7498822432966838,[0.73433584 0.76633166 0.74371859 0.72864322 0.77638191]
358,CL,"['Personal_pronouns', 'Modals']","['political_ideology', 'religious_ideology']",0.7498872810166118,[0.72431078 0.78140704 0.75628141 0.71105528 0.77638191]
359,CL,"['Personal_pronouns', 'Modals']","['relationship', 'religious_ideology']",0.7493910656037077,[0.71177945 0.77135678 0.75628141 0.72613065 0.78140704]
360,CL,"['Personal_pronouns', 'Links']","['education', 'ethnicity']",0.7619375070842935,[0.7443609  0.77386935 0.78140704 0.72864322 0.78140704]
361,CL,"['Personal_pronouns', 'Links']","['education', 'gender']",0.7579211848717271,[0.73684211 0.77889447 0.78140704 0.72361809 0.76884422]
362,CL,"['Personal_pronouns', 'Links']","['education', 'income']",0.76445384818831,[0.73684211 0.78643216 0.7839196  0.74623116 0.76884422]
363,CL,"['Personal_pronouns', 'Links']","['education', 'joined']",0.7584236974345411,[0.73684211 0.78140704 0.76884422 0.72613065 0.77889447]
364,CL,"['Personal_pronouns', 'Links']","['education', 'party']",0.7639525950554779,[0.73433584 0.7839196  0.77638191 0.73115578 0.79396985]
365,CL,"['Personal_pronouns', 'Links']","['education', 'political_ideology']",0.7604337476857974,[0.73684211 0.78894472 0.76884422 0.72613065 0.78140704]
366,CL,"['Personal_pronouns', 'Links']","['education', 'relationship']",0.7549035906348787,[0.74185464 0.77386935 0.7839196  0.70854271 0.76633166]
367,CL,"['Personal_pronouns', 'Links']","['education', 'religious_ideology']",0.7519011095578142,[0.71679198 0.78643216 0.76130653 0.72864322 0.76633166]
368,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'gender']",0.7473759776325235,[0.72180451 0.77638191 0.76130653 0.71105528 0.76633166]
369,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'income']",0.7483835216181156,[0.71679198 0.76884422 0.7638191  0.71859296 0.77386935]
370,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'joined']",0.7539124192390524,[0.71428571 0.78643216 0.76633166 0.72361809 0.77889447]
371,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'party']",0.7473860530723795,[0.70175439 0.76884422 0.77386935 0.72110553 0.77135678]
372,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'political_ideology']",0.7539036032291785,[0.73182957 0.76633166 0.75628141 0.72613065 0.78894472]
373,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'relationship']",0.7493910656037078,[0.71177945 0.76130653 0.77386935 0.71105528 0.78894472]
374,CL,"['Personal_pronouns', 'Links']","['ethnicity', 'religious_ideology']",0.7523973249707183,[0.72932331 0.79396985 0.75125628 0.7160804  0.77135678]
375,CL,"['Personal_pronouns', 'Links']","['gender', 'income']",0.7503973501593179,[0.70927318 0.77386935 0.75879397 0.72864322 0.78140704]
376,CL,"['Personal_pronouns', 'Links']","['gender', 'joined']",0.7508998627221319,[0.70927318 0.76130653 0.77386935 0.73115578 0.77889447]
377,CL,"['Personal_pronouns', 'Links']","['gender', 'party']",0.7398496240601503,[0.69924812 0.77638191 0.75879397 0.70854271 0.75628141]
378,CL,"['Personal_pronouns', 'Links']","['gender', 'political_ideology']",0.7498860215866299,[0.72681704 0.77889447 0.74120603 0.72361809 0.77889447]
379,CL,"['Personal_pronouns', 'Links']","['gender', 'relationship']",0.7524074004105741,[0.70927318 0.77386935 0.76633166 0.73115578 0.78140704]
380,CL,"['Personal_pronouns', 'Links']","['gender', 'religious_ideology']",0.7458785153839372,[0.70175439 0.78140704 0.75125628 0.71859296 0.77638191]
381,CL,"['Personal_pronouns', 'Links']","['income', 'joined']",0.7594413168599892,[0.71177945 0.76884422 0.77386935 0.74874372 0.79396985]
382,CL,"['Personal_pronouns', 'Links']","['income', 'party']",0.7499023941763958,[0.69423559 0.76884422 0.76884422 0.74120603 0.77638191]
383,CL,"['Personal_pronouns', 'Links']","['income', 'political_ideology']",0.7533998312363824,[0.73433584 0.7638191  0.74874372 0.72361809 0.79648241]
384,CL,"['Personal_pronouns', 'Links']","['income', 'relationship']",0.7529048752534603,[0.71929825 0.78140704 0.76130653 0.73115578 0.77135678]
385,CL,"['Personal_pronouns', 'Links']","['income', 'religious_ideology']",0.758436291734361,[0.71177945 0.7839196  0.76130653 0.75628141 0.77889447]
386,CL,"['Personal_pronouns', 'Links']","['joined', 'party']",0.7589325071472651,[0.72431078 0.77386935 0.77135678 0.73366834 0.79145729]
387,CL,"['Personal_pronouns', 'Links']","['joined', 'political_ideology']",0.7634551202125918,[0.72431078 0.79396985 0.75879397 0.74120603 0.79899497]
